energy,total.dn,total.up,Mn.s.up,Mn.s.dn,Mn.p.up,Mn.p.dn,Mn.d.up,Mn.d.dn,Li.s.up,Li.s.dn,Li.p.up,Li.p.dn,Li.d.up,Li.d.dn,Si.s.up,Si.s.dn,Si.p.up,Si.p.dn,Si.d.up,Si.d.dn
 -2.3607,3.109e-01,1.263e+00,3.820e-02,1.900e-02,1.830e-02,6.300e-03,9.057e-01,3.820e-02,4.300e-03,6.800e-03,1.050e-02,6.200e-03,0.000e+00,0.000e+00,2.110e-02,1.140e-02,2.420e-02,4.410e-02,2.400e-03,0.000e+00
 -2.3274,2.995e-01,1.655e+00,5.180e-02,1.780e-02,2.620e-02,6.000e-03,1.162e+00,3.820e-02,5.000e-03,6.400e-03,1.580e-02,6.000e-03,0.000e+00,0.000e+00,3.060e-02,1.110e-02,3.480e-02,4.260e-02,3.100e-03,0.000e+00
 -2.2942,2.882e-01,1.596e+00,5.490e-02,1.670e-02,2.620e-02,5.800e-03,1.100e+00,3.800e-02,4.900e-03,6.000e-03,1.570e-02,5.700e-03,0.000e+00,0.000e+00,3.100e-02,1.080e-02,3.650e-02,4.100e-02,2.800e-03,0.000e+00
 -2.2609,2.766e-01,1.581e+00,5.820e-02,1.560e-02,2.650e-02,5.500e-03,1.076e+00,3.770e-02,4.600e-03,5.600e-03,1.600e-02,5.500e-03,0.000e+00,0.000e+00,3.290e-02,1.050e-02,3.820e-02,3.940e-02,2.700e-03,0.000e+00
 -2.2276,2.812e-01,1.584e+00,6.210e-02,1.470e-02,2.680e-02,6.100e-03,1.066e+00,3.860e-02,4.300e-03,6.200e-03,1.640e-02,5.400e-03,0.000e+00,0.000e+00,3.510e-02,1.010e-02,3.980e-02,4.040e-02,2.700e-03,0.000e+00
 -2.1944,3.551e-01,1.077e+00,5.250e-02,1.470e-02,1.960e-02,1.020e-02,6.815e-01,4.500e-02,3.700e-03,1.120e-02,1.190e-02,6.700e-03,0.000e+00,0.000e+00,2.390e-02,9.800e-03,3.310e-02,5.220e-02,2.100e-03,2.000e-04
 -2.1611,6.791e-01,9.326e-01,4.880e-02,1.820e-02,1.790e-02,2.640e-02,5.720e-01,7.430e-02,3.400e-03,3.250e-02,1.090e-02,1.130e-02,0.000e+00,0.000e+00,2.160e-02,9.600e-03,3.120e-02,1.039e-01,1.800e-03,6.000e-04
 -2.1278,8.795e-01,8.568e-01,4.680e-02,2.080e-02,1.710e-02,3.530e-02,5.132e-01,9.750e-02,3.200e-03,4.600e-02,1.060e-02,1.370e-02,0.000e+00,0.000e+00,2.070e-02,9.100e-03,3.040e-02,1.367e-01,1.700e-03,8.000e-04
 -2.0946,8.205e-01,8.016e-01,4.540e-02,2.090e-02,1.670e-02,3.250e-02,4.692e-01,9.230e-02,3.100e-03,4.040e-02,1.030e-02,1.410e-02,0.000e+00,0.000e+00,2.030e-02,8.600e-03,3.000e-02,1.280e-01,1.700e-03,8.000e-04
 -2.0613,8.193e-01,6.803e-01,4.180e-02,2.160e-02,1.500e-02,3.220e-02,3.813e-01,9.330e-02,2.900e-03,3.880e-02,9.200e-03,1.510e-02,0.000e+00,0.000e+00,1.760e-02,8.400e-03,2.780e-02,1.284e-01,1.500e-03,8.000e-04
 -2.0280,8.338e-01,6.224e-01,4.000e-02,2.270e-02,1.440e-02,3.270e-02,3.384e-01,9.620e-02,2.700e-03,3.800e-02,8.800e-03,1.630e-02,0.000e+00,0.000e+00,1.670e-02,8.200e-03,2.700e-02,1.313e-01,1.400e-03,8.000e-04
 -1.9948,8.493e-01,5.920e-01,3.880e-02,2.360e-02,1.420e-02,3.310e-02,3.153e-01,9.950e-02,2.600e-03,3.740e-02,8.700e-03,1.760e-02,0.000e+00,0.000e+00,1.650e-02,8.100e-03,2.660e-02,1.343e-01,1.400e-03,9.000e-04
 -1.9615,8.586e-01,5.679e-01,3.790e-02,2.420e-02,1.400e-02,3.320e-02,2.968e-01,1.026e-01,2.500e-03,3.620e-02,8.600e-03,1.870e-02,0.000e+00,0.000e+00,1.650e-02,7.900e-03,2.640e-02,1.365e-01,1.300e-03,9.000e-04
 -1.9282,8.568e-01,5.456e-01,3.700e-02,2.440e-02,1.390e-02,3.300e-02,2.799e-01,1.047e-01,2.400e-03,3.440e-02,8.500e-03,1.980e-02,0.000e+00,0.000e+00,1.640e-02,7.700e-03,2.620e-02,1.368e-01,1.100e-03,9.000e-04
 -1.8950,8.543e-01,5.046e-01,3.460e-02,2.440e-02,1.330e-02,3.280e-02,2.533e-01,1.069e-01,2.400e-03,3.260e-02,8.100e-03,2.080e-02,0.000e+00,0.000e+00,1.560e-02,7.400e-03,2.510e-02,1.374e-01,1.100e-03,1.000e-03
 -1.8617,8.539e-01,4.658e-01,3.270e-02,2.420e-02,1.280e-02,3.270e-02,2.279e-01,1.094e-01,2.200e-03,3.140e-02,7.600e-03,2.150e-02,0.000e+00,0.000e+00,1.480e-02,7.100e-03,2.400e-02,1.379e-01,1.100e-03,1.000e-03
 -1.8284,8.605e-01,4.302e-01,3.100e-02,2.400e-02,1.220e-02,3.280e-02,2.046e-01,1.129e-01,2.100e-03,3.060e-02,7.300e-03,2.240e-02,0.000e+00,0.000e+00,1.400e-02,6.800e-03,2.310e-02,1.396e-01,1.000e-03,1.000e-03
 -1.7952,8.719e-01,4.090e-01,2.990e-02,2.370e-02,1.190e-02,3.330e-02,1.904e-01,1.178e-01,2.100e-03,2.990e-02,7.100e-03,2.340e-02,0.000e+00,0.000e+00,1.370e-02,6.300e-03,2.260e-02,1.422e-01,1.000e-03,1.000e-03
 -1.7619,8.778e-01,3.979e-01,2.920e-02,2.340e-02,1.190e-02,3.340e-02,1.824e-01,1.219e-01,2.000e-03,2.890e-02,7.000e-03,2.420e-02,0.000e+00,0.000e+00,1.380e-02,6.100e-03,2.240e-02,1.438e-01,1.000e-03,1.000e-03
 -1.7286,8.849e-01,3.862e-01,2.850e-02,2.300e-02,1.170e-02,3.340e-02,1.744e-01,1.266e-01,2.000e-03,2.780e-02,7.000e-03,2.500e-02,0.000e+00,0.000e+00,1.380e-02,5.900e-03,2.220e-02,1.455e-01,1.000e-03,1.100e-03
 -1.6954,8.915e-01,4.163e-01,2.800e-02,2.250e-02,1.580e-02,3.350e-02,1.690e-01,1.314e-01,2.100e-03,2.660e-02,9.600e-03,2.600e-02,0.000e+00,0.000e+00,1.370e-02,5.800e-03,2.740e-02,1.472e-01,1.100e-03,1.100e-03
 -1.6621,9.077e-01,4.332e-01,2.760e-02,2.220e-02,1.830e-02,3.420e-02,1.641e-01,1.366e-01,2.300e-03,2.580e-02,1.110e-02,2.740e-02,0.000e+00,0.000e+00,1.370e-02,5.600e-03,3.070e-02,1.506e-01,1.200e-03,1.200e-03
 -1.6288,9.136e-01,4.598e-01,2.750e-02,2.160e-02,2.150e-02,3.430e-02,1.614e-01,1.415e-01,2.600e-03,2.470e-02,1.290e-02,2.800e-02,0.000e+00,0.000e+00,1.360e-02,5.400e-03,3.490e-02,1.521e-01,1.300e-03,1.100e-03
 -1.5956,9.353e-01,4.952e-01,2.760e-02,2.110e-02,2.540e-02,3.520e-02,1.607e-01,1.492e-01,3.100e-03,2.380e-02,1.500e-02,2.960e-02,0.000e+00,0.000e+00,1.370e-02,5.200e-03,4.020e-02,1.568e-01,1.400e-03,1.200e-03
 -1.5623,1.048e+00,5.215e-01,2.730e-02,2.050e-02,2.890e-02,4.310e-02,1.563e-01,1.598e-01,3.600e-03,2.290e-02,1.690e-02,3.780e-02,0.000e+00,0.000e+00,1.330e-02,4.900e-03,4.480e-02,1.766e-01,1.700e-03,1.400e-03
 -1.5290,1.110e+00,6.183e-01,2.990e-02,2.000e-02,3.710e-02,4.670e-02,1.715e-01,1.711e-01,6.300e-03,2.190e-02,1.950e-02,4.190e-02,0.000e+00,0.000e+00,1.320e-02,4.700e-03,5.630e-02,1.879e-01,1.900e-03,1.600e-03
 -1.4958,1.184e+00,6.084e-01,2.950e-02,1.920e-02,3.630e-02,5.110e-02,1.709e-01,1.841e-01,7.100e-03,2.070e-02,1.810e-02,4.710e-02,0.000e+00,0.000e+00,1.320e-02,4.400e-03,5.570e-02,2.017e-01,1.800e-03,1.700e-03
 -1.4625,1.244e+00,7.151e-01,3.270e-02,1.810e-02,4.420e-02,5.480e-02,1.954e-01,1.960e-01,1.040e-02,1.930e-02,2.020e-02,5.130e-02,0.000e+00,0.000e+00,1.370e-02,4.100e-03,6.740e-02,2.129e-01,2.100e-03,1.800e-03
 -1.4292,1.310e+00,7.898e-01,3.470e-02,1.740e-02,5.000e-02,5.830e-02,2.113e-01,2.101e-01,1.250e-02,1.820e-02,2.180e-02,5.550e-02,0.000e+00,0.000e+00,1.420e-02,3.900e-03,7.580e-02,2.253e-01,2.300e-03,2.000e-03
 -1.3960,1.423e+00,7.952e-01,3.480e-02,1.710e-02,5.080e-02,6.360e-02,2.084e-01,2.341e-01,1.260e-02,1.740e-02,2.230e-02,6.160e-02,0.000e+00,0.000e+00,1.440e-02,3.700e-03,7.740e-02,2.465e-01,2.400e-03,2.100e-03
 -1.3627,1.577e+00,7.701e-01,3.330e-02,1.700e-02,4.950e-02,7.190e-02,1.993e-01,2.610e-01,1.170e-02,1.690e-02,2.240e-02,7.020e-02,0.000e+00,0.000e+00,1.460e-02,3.500e-03,7.590e-02,2.758e-01,2.400e-03,2.100e-03
 -1.3294,1.700e+00,7.592e-01,3.280e-02,1.590e-02,4.890e-02,7.770e-02,1.950e-01,2.901e-01,1.160e-02,1.540e-02,2.200e-02,7.670e-02,0.000e+00,0.000e+00,1.470e-02,3.400e-03,7.550e-02,2.994e-01,2.300e-03,2.200e-03
 -1.2962,1.939e+00,7.579e-01,3.260e-02,1.500e-02,4.930e-02,9.060e-02,1.919e-01,3.338e-01,1.160e-02,1.420e-02,2.210e-02,8.990e-02,0.000e+00,0.000e+00,1.480e-02,3.100e-03,7.630e-02,3.452e-01,2.300e-03,2.300e-03
 -1.2629,2.238e+00,7.652e-01,3.240e-02,1.390e-02,5.030e-02,1.066e-01,1.901e-01,3.888e-01,1.180e-02,1.260e-02,2.260e-02,1.067e-01,0.000e+00,0.000e+00,1.500e-02,2.900e-03,7.820e-02,4.034e-01,2.300e-03,2.600e-03
 -1.2296,2.912e+00,7.572e-01,3.200e-02,1.290e-02,5.000e-02,1.435e-01,1.857e-01,5.025e-01,1.180e-02,1.130e-02,2.240e-02,1.437e-01,0.000e+00,0.000e+00,1.500e-02,2.500e-03,7.830e-02,5.345e-01,2.200e-03,2.900e-03
 -1.1964,2.921e+00,7.377e-01,3.070e-02,1.200e-02,4.920e-02,1.305e-01,1.780e-01,5.786e-01,1.160e-02,1.000e-02,2.200e-02,1.354e-01,0.000e+00,0.000e+00,1.480e-02,2.300e-03,7.740e-02,5.289e-01,2.100e-03,2.900e-03
 -1.1631,3.022e+00,7.249e-01,2.960e-02,1.040e-02,4.890e-02,1.252e-01,1.707e-01,6.588e-01,1.120e-02,8.300e-03,2.210e-02,1.332e-01,0.000e+00,0.000e+00,1.450e-02,2.000e-03,7.740e-02,5.432e-01,2.100e-03,2.800e-03
 -1.1298,3.228e+00,7.110e-01,2.870e-02,8.900e-03,4.850e-02,1.226e-01,1.638e-01,7.713e-01,1.100e-02,6.800e-03,2.210e-02,1.357e-01,0.000e+00,0.000e+00,1.420e-02,1.800e-03,7.720e-02,5.753e-01,2.100e-03,3.000e-03
 -1.0966,3.440e+00,6.963e-01,2.810e-02,7.500e-03,4.770e-02,1.166e-01,1.582e-01,9.077e-01,1.080e-02,5.600e-03,2.170e-02,1.334e-01,0.000e+00,0.000e+00,1.400e-02,1.600e-03,7.640e-02,6.053e-01,2.000e-03,3.100e-03
 -1.0633,3.872e+00,6.832e-01,2.770e-02,5.900e-03,4.690e-02,1.156e-01,1.539e-01,1.118e+00,1.060e-02,4.300e-03,2.130e-02,1.399e-01,0.000e+00,0.000e+00,1.400e-02,1.300e-03,7.570e-02,6.723e-01,2.000e-03,3.100e-03
 -1.0300,4.154e+00,6.810e-01,2.760e-02,4.200e-03,4.690e-02,1.073e-01,1.517e-01,1.302e+00,1.060e-02,3.000e-03,2.120e-02,1.379e-01,0.000e+00,0.000e+00,1.410e-02,1.000e-03,7.620e-02,7.113e-01,2.100e-03,3.300e-03
 -0.9968,3.552e+00,6.775e-01,2.750e-02,2.600e-03,4.690e-02,7.680e-02,1.493e-01,1.210e+00,1.050e-02,2.000e-03,2.110e-02,9.920e-02,0.000e+00,0.000e+00,1.410e-02,8.000e-04,7.640e-02,5.996e-01,2.200e-03,2.700e-03
 -0.9635,2.909e+00,6.913e-01,2.730e-02,2.000e-03,4.850e-02,5.300e-02,1.482e-01,1.060e+00,1.050e-02,1.600e-03,2.250e-02,6.370e-02,0.000e+00,0.000e+00,1.420e-02,7.000e-04,7.960e-02,4.859e-01,2.200e-03,2.200e-03
 -0.9302,2.856e+00,6.881e-01,2.690e-02,1.300e-03,4.850e-02,4.120e-02,1.454e-01,1.118e+00,1.030e-02,1.000e-03,2.270e-02,4.500e-02,0.000e+00,0.000e+00,1.420e-02,6.000e-04,8.000e-02,4.704e-01,2.200e-03,1.900e-03
 -0.8970,8.405e-01,6.762e-01,2.650e-02,2.000e-04,4.780e-02,1.180e-02,1.418e-01,3.330e-01,1.000e-02,1.000e-04,2.230e-02,1.280e-02,0.000e+00,0.000e+00,1.420e-02,1.000e-04,7.920e-02,1.395e-01,2.100e-03,4.000e-04
 -0.8637,0.000e+00,6.490e-01,2.600e-02,0.000e+00,4.560e-02,0.000e+00,1.366e-01,0.000e+00,9.800e-03,0.000e+00,2.080e-02,0.000e+00,0.000e+00,0.000e+00,1.410e-02,0.000e+00,7.590e-02,0.000e+00,2.100e-03,0.000e+00
 -0.8304,0.000e+00,8.259e-01,2.550e-02,0.000e+00,6.310e-02,0.000e+00,1.498e-01,0.000e+00,1.010e-02,0.000e+00,3.350e-02,0.000e+00,0.000e+00,0.000e+00,1.390e-02,0.000e+00,1.064e-01,0.000e+00,2.100e-03,0.000e+00
 -0.7972,0.000e+00,8.804e-01,2.490e-02,0.000e+00,6.710e-02,0.000e+00,1.672e-01,0.000e+00,1.380e-02,0.000e+00,3.290e-02,0.000e+00,0.000e+00,0.000e+00,1.380e-02,0.000e+00,1.138e-01,0.000e+00,2.200e-03,0.000e+00
 -0.7639,0.000e+00,9.786e-01,2.430e-02,0.000e+00,7.450e-02,0.000e+00,1.938e-01,0.000e+00,1.910e-02,0.000e+00,3.320e-02,0.000e+00,0.000e+00,0.000e+00,1.380e-02,0.000e+00,1.275e-01,0.000e+00,2.300e-03,0.000e+00
 -0.7306,0.000e+00,9.681e-01,2.380e-02,0.000e+00,7.420e-02,0.000e+00,1.878e-01,0.000e+00,1.810e-02,0.000e+00,3.390e-02,0.000e+00,0.000e+00,0.000e+00,1.370e-02,0.000e+00,1.275e-01,0.000e+00,2.300e-03,0.000e+00
 -0.6974,0.000e+00,9.888e-01,2.300e-02,0.000e+00,7.640e-02,0.000e+00,1.904e-01,0.000e+00,1.890e-02,0.000e+00,3.460e-02,0.000e+00,0.000e+00,0.000e+00,1.340e-02,0.000e+00,1.318e-01,0.000e+00,2.300e-03,0.000e+00
 -0.6641,0.000e+00,9.987e-01,2.230e-02,0.000e+00,7.750e-02,0.000e+00,1.915e-01,0.000e+00,1.950e-02,0.000e+00,3.460e-02,0.000e+00,0.000e+00,0.000e+00,1.300e-02,0.000e+00,1.343e-01,0.000e+00,2.400e-03,0.000e+00
 -0.6308,0.000e+00,1.006e+00,2.190e-02,0.000e+00,7.840e-02,0.000e+00,1.918e-01,0.000e+00,1.980e-02,0.000e+00,3.470e-02,0.000e+00,0.000e+00,0.000e+00,1.290e-02,0.000e+00,1.363e-01,0.000e+00,2.500e-03,0.000e+00
 -0.5976,0.000e+00,9.907e-01,2.160e-02,0.000e+00,7.740e-02,0.000e+00,1.873e-01,0.000e+00,1.910e-02,0.000e+00,3.440e-02,0.000e+00,0.000e+00,0.000e+00,1.280e-02,0.000e+00,1.351e-01,0.000e+00,2.500e-03,0.000e+00
 -0.5643,0.000e+00,9.529e-01,2.130e-02,0.000e+00,7.470e-02,0.000e+00,1.769e-01,0.000e+00,1.720e-02,0.000e+00,3.400e-02,0.000e+00,0.000e+00,0.000e+00,1.280e-02,0.000e+00,1.311e-01,0.000e+00,2.400e-03,0.000e+00
 -0.5310,0.000e+00,9.451e-01,2.110e-02,0.000e+00,7.410e-02,0.000e+00,1.744e-01,0.000e+00,1.680e-02,0.000e+00,3.380e-02,0.000e+00,0.000e+00,0.000e+00,1.270e-02,0.000e+00,1.307e-01,0.000e+00,2.500e-03,0.000e+00
 -0.4978,0.000e+00,9.379e-01,2.080e-02,0.000e+00,7.360e-02,0.000e+00,1.723e-01,0.000e+00,1.650e-02,0.000e+00,3.360e-02,0.000e+00,0.000e+00,0.000e+00,1.270e-02,0.000e+00,1.304e-01,0.000e+00,2.500e-03,0.000e+00
 -0.4645,0.000e+00,9.319e-01,2.050e-02,0.000e+00,7.330e-02,0.000e+00,1.705e-01,0.000e+00,1.610e-02,0.000e+00,3.340e-02,0.000e+00,0.000e+00,0.000e+00,1.270e-02,0.000e+00,1.305e-01,0.000e+00,2.500e-03,0.000e+00
 -0.4312,0.000e+00,9.271e-01,2.030e-02,0.000e+00,7.300e-02,0.000e+00,1.686e-01,0.000e+00,1.580e-02,0.000e+00,3.350e-02,0.000e+00,0.000e+00,0.000e+00,1.270e-02,0.000e+00,1.306e-01,0.000e+00,2.500e-03,0.000e+00
 -0.3980,0.000e+00,9.227e-01,2.000e-02,0.000e+00,7.280e-02,0.000e+00,1.668e-01,0.000e+00,1.540e-02,0.000e+00,3.330e-02,0.000e+00,0.000e+00,0.000e+00,1.270e-02,0.000e+00,1.310e-01,0.000e+00,2.600e-03,0.000e+00
 -0.3647,0.000e+00,9.182e-01,1.970e-02,0.000e+00,7.260e-02,0.000e+00,1.649e-01,0.000e+00,1.510e-02,0.000e+00,3.340e-02,0.000e+00,0.000e+00,0.000e+00,1.270e-02,0.000e+00,1.313e-01,0.000e+00,2.600e-03,0.000e+00
 -0.3314,0.000e+00,9.156e-01,1.940e-02,0.000e+00,7.250e-02,0.000e+00,1.631e-01,0.000e+00,1.470e-02,0.000e+00,3.350e-02,0.000e+00,0.000e+00,0.000e+00,1.260e-02,0.000e+00,1.319e-01,0.000e+00,2.600e-03,0.000e+00
 -0.2982,0.000e+00,9.104e-01,1.900e-02,0.000e+00,7.240e-02,0.000e+00,1.606e-01,0.000e+00,1.420e-02,0.000e+00,3.370e-02,0.000e+00,0.000e+00,0.000e+00,1.250e-02,0.000e+00,1.324e-01,0.000e+00,2.600e-03,0.000e+00
 -0.2649,0.000e+00,8.962e-01,1.850e-02,0.000e+00,7.150e-02,0.000e+00,1.561e-01,0.000e+00,1.340e-02,0.000e+00,3.350e-02,0.000e+00,0.000e+00,0.000e+00,1.230e-02,0.000e+00,1.317e-01,0.000e+00,2.700e-03,0.000e+00
 -0.2316,0.000e+00,8.887e-01,1.800e-02,0.000e+00,7.110e-02,0.000e+00,1.533e-01,0.000e+00,1.300e-02,0.000e+00,3.340e-02,0.000e+00,0.000e+00,0.000e+00,1.200e-02,0.000e+00,1.318e-01,0.000e+00,2.700e-03,0.000e+00
 -0.1984,0.000e+00,8.796e-01,1.750e-02,0.000e+00,7.050e-02,0.000e+00,1.506e-01,0.000e+00,1.270e-02,0.000e+00,3.300e-02,0.000e+00,0.000e+00,0.000e+00,1.180e-02,0.000e+00,1.316e-01,0.000e+00,2.800e-03,0.000e+00
 -0.1651,0.000e+00,8.684e-01,1.690e-02,0.000e+00,6.980e-02,0.000e+00,1.475e-01,0.000e+00,1.230e-02,0.000e+00,3.280e-02,0.000e+00,0.000e+00,0.000e+00,1.140e-02,0.000e+00,1.311e-01,0.000e+00,2.800e-03,0.000e+00
 -0.1318,0.000e+00,8.569e-01,1.630e-02,0.000e+00,6.930e-02,0.000e+00,1.441e-01,0.000e+00,1.190e-02,0.000e+00,3.250e-02,0.000e+00,0.000e+00,0.000e+00,1.100e-02,0.000e+00,1.305e-01,0.000e+00,2.800e-03,0.000e+00
 -0.0986,0.000e+00,8.473e-01,1.580e-02,0.000e+00,6.860e-02,0.000e+00,1.414e-01,0.000e+00,1.150e-02,0.000e+00,3.220e-02,0.000e+00,0.000e+00,0.000e+00,1.070e-02,0.000e+00,1.302e-01,0.000e+00,2.800e-03,0.000e+00
 -0.0653,0.000e+00,8.414e-01,1.540e-02,0.000e+00,6.840e-02,0.000e+00,1.393e-01,0.000e+00,1.110e-02,0.000e+00,3.230e-02,0.000e+00,0.000e+00,0.000e+00,1.050e-02,0.000e+00,1.303e-01,0.000e+00,2.800e-03,0.000e+00
 -0.0320,0.000e+00,8.372e-01,1.500e-02,0.000e+00,6.820e-02,0.000e+00,1.379e-01,0.000e+00,1.080e-02,0.000e+00,3.220e-02,0.000e+00,0.000e+00,0.000e+00,1.040e-02,0.000e+00,1.307e-01,0.000e+00,2.800e-03,0.000e+00
 +0.0012,0.000e+00,8.297e-01,1.460e-02,0.000e+00,6.750e-02,0.000e+00,1.360e-01,0.000e+00,1.040e-02,0.000e+00,3.210e-02,0.000e+00,0.000e+00,0.000e+00,1.030e-02,0.000e+00,1.306e-01,0.000e+00,2.800e-03,0.000e+00
 +0.0345,2.222e-01,8.218e-01,1.430e-02,3.000e-04,6.690e-02,4.100e-03,1.339e-01,1.180e-01,1.000e-02,3.000e-04,3.170e-02,5.500e-03,0.000e+00,0.000e+00,1.010e-02,3.000e-04,1.304e-01,7.000e-04,2.800e-03,2.800e-03
 +0.0678,3.500e-01,8.143e-01,1.400e-02,7.000e-04,6.640e-02,5.200e-03,1.319e-01,1.967e-01,9.500e-03,6.000e-04,3.150e-02,8.100e-03,0.000e+00,0.000e+00,1.000e-02,4.000e-04,1.302e-01,2.100e-03,2.800e-03,4.300e-03
 +0.1010,4.844e-01,8.056e-01,1.370e-02,1.000e-03,6.570e-02,6.500e-03,1.297e-01,2.798e-01,9.100e-03,1.000e-03,3.130e-02,1.070e-02,0.000e+00,0.000e+00,9.900e-03,4.000e-04,1.300e-01,3.400e-03,2.800e-03,5.800e-03
 +0.1343,6.212e-01,7.999e-01,1.340e-02,1.500e-03,6.520e-02,6.900e-03,1.282e-01,3.739e-01,8.700e-03,1.200e-03,3.110e-02,1.290e-02,0.000e+00,0.000e+00,9.800e-03,4.000e-04,1.300e-01,5.200e-03,2.800e-03,7.300e-03
 +0.1676,7.777e-01,7.964e-01,1.320e-02,2.100e-03,6.500e-02,7.500e-03,1.270e-01,4.832e-01,8.500e-03,1.300e-03,3.100e-02,1.480e-02,0.000e+00,0.000e+00,9.700e-03,4.000e-04,1.305e-01,7.300e-03,2.800e-03,8.900e-03
 +0.2008,9.728e-01,7.931e-01,1.300e-02,2.900e-03,6.480e-02,7.900e-03,1.260e-01,6.228e-01,8.200e-03,1.400e-03,3.090e-02,1.690e-02,0.000e+00,0.000e+00,9.600e-03,4.000e-04,1.309e-01,9.900e-03,2.900e-03,1.100e-02
 +0.2341,1.301e+00,7.879e-01,1.270e-02,4.200e-03,6.430e-02,8.200e-03,1.245e-01,8.625e-01,7.900e-03,1.500e-03,3.060e-02,1.980e-02,0.000e+00,0.000e+00,9.500e-03,4.000e-04,1.311e-01,1.420e-02,2.900e-03,1.400e-02
 +0.2674,1.625e+00,7.818e-01,1.240e-02,6.000e-03,6.380e-02,8.200e-03,1.229e-01,1.106e+00,7.700e-03,1.600e-03,3.040e-02,2.200e-02,0.000e+00,0.000e+00,9.400e-03,3.000e-04,1.312e-01,1.800e-02,2.900e-03,1.720e-02
 +0.3006,1.541e+00,7.753e-01,1.210e-02,7.400e-03,6.330e-02,7.800e-03,1.213e-01,1.054e+00,7.400e-03,1.700e-03,2.990e-02,2.210e-02,0.000e+00,0.000e+00,9.300e-03,3.000e-04,1.311e-01,1.560e-02,2.800e-03,1.640e-02
 +0.3339,1.571e+00,7.690e-01,1.180e-02,8.300e-03,6.270e-02,7.600e-03,1.198e-01,1.085e+00,7.100e-03,1.800e-03,2.960e-02,2.350e-02,0.000e+00,0.000e+00,9.100e-03,2.000e-04,1.314e-01,1.470e-02,2.800e-03,1.680e-02
 +0.3672,1.627e+00,7.628e-01,1.150e-02,9.100e-03,6.220e-02,7.500e-03,1.184e-01,1.137e+00,6.800e-03,1.800e-03,2.930e-02,2.520e-02,0.000e+00,0.000e+00,9.000e-03,2.000e-04,1.315e-01,1.400e-02,2.800e-03,1.730e-02
 +0.4004,1.588e+00,7.524e-01,1.090e-02,9.300e-03,6.140e-02,7.200e-03,1.159e-01,1.120e+00,6.500e-03,1.900e-03,2.890e-02,2.570e-02,0.000e+00,0.000e+00,8.500e-03,2.000e-04,1.310e-01,1.250e-02,2.800e-03,1.700e-02
 +0.4337,1.665e+00,7.435e-01,1.060e-02,9.700e-03,6.070e-02,7.000e-03,1.138e-01,1.189e+00,6.200e-03,2.000e-03,2.840e-02,2.750e-02,0.000e+00,0.000e+00,8.300e-03,2.000e-04,1.309e-01,1.210e-02,2.700e-03,1.790e-02
 +0.4670,1.828e+00,7.371e-01,1.020e-02,9.800e-03,6.020e-02,6.800e-03,1.122e-01,1.326e+00,5.900e-03,2.100e-03,2.810e-02,3.120e-02,0.000e+00,0.000e+00,8.000e-03,1.000e-04,1.310e-01,1.150e-02,2.600e-03,1.950e-02
 +0.5002,1.897e+00,7.276e-01,9.900e-03,9.700e-03,5.940e-02,6.500e-03,1.103e-01,1.395e+00,5.600e-03,2.100e-03,2.760e-02,3.290e-02,0.000e+00,0.000e+00,7.800e-03,1.000e-04,1.305e-01,1.070e-02,2.600e-03,2.000e-02
 +0.5335,2.478e+00,7.163e-01,9.600e-03,9.700e-03,5.840e-02,6.200e-03,1.084e-01,1.860e+00,5.400e-03,2.200e-03,2.710e-02,4.540e-02,0.000e+00,0.000e+00,7.600e-03,1.000e-04,1.296e-01,1.050e-02,2.600e-03,2.570e-02
 +0.5668,2.371e+00,7.061e-01,9.300e-03,8.400e-03,5.740e-02,5.600e-03,1.067e-01,1.804e+00,5.200e-03,1.800e-03,2.640e-02,4.230e-02,0.000e+00,0.000e+00,7.500e-03,1.000e-04,1.289e-01,9.300e-03,2.600e-03,2.400e-02
 +0.6000,1.989e+00,6.971e-01,9.100e-03,7.000e-03,5.650e-02,4.800e-03,1.050e-01,1.525e+00,4.900e-03,1.600e-03,2.590e-02,3.400e-02,0.000e+00,0.000e+00,7.400e-03,1.000e-04,1.282e-01,7.700e-03,2.600e-03,1.980e-02
 +0.6333,1.554e+00,6.892e-01,8.900e-03,5.000e-03,5.580e-02,3.900e-03,1.037e-01,1.207e+00,4.700e-03,1.300e-03,2.540e-02,2.510e-02,0.000e+00,0.000e+00,7.300e-03,1.000e-04,1.277e-01,5.900e-03,2.600e-03,1.490e-02
 +0.6666,1.379e+00,6.831e-01,8.700e-03,4.800e-03,5.510e-02,3.300e-03,1.027e-01,1.085e+00,4.500e-03,1.300e-03,2.510e-02,2.000e-02,0.000e+00,0.000e+00,7.200e-03,1.000e-04,1.277e-01,5.100e-03,2.600e-03,1.280e-02
 +0.6998,2.453e+00,6.793e-01,8.500e-03,1.310e-02,5.470e-02,4.600e-03,1.017e-01,1.974e+00,4.300e-03,6.000e-03,2.480e-02,2.520e-02,0.000e+00,0.000e+00,7.100e-03,1.000e-04,1.281e-01,1.040e-02,2.400e-03,2.240e-02
 +0.7331,8.062e+00,6.821e-01,8.300e-03,1.034e-01,5.480e-02,2.280e-02,1.018e-01,6.474e+00,4.100e-03,4.420e-02,2.450e-02,3.920e-02,0.000e+00,0.000e+00,7.000e-03,2.000e-04,1.301e-01,5.110e-02,2.400e-03,8.100e-02
