\addplot coordinates{
(0.932356,0.562831)
(0.945956,0.546787)
(0.959556,0.552015)
(0.973156,0.520132)
(0.986756,0.502695)
(1.000356,0.484110)
(1.013956,0.470518)
(1.027556,0.458301)
(1.041156,0.447254)
(1.054756,0.438937)
(1.068356,0.430261)
(1.081956,0.421610)
(1.095556,0.419607)
(1.109156,0.408254)
(1.122756,0.397982)
(1.136356,0.383673)
(1.149956,0.373371)
(1.163556,0.362585)
(1.177156,0.354445)
(1.190756,0.346287)
(1.204356,0.337820)
(1.217956,0.329029)
(1.231556,0.320294)
(1.245156,0.313066)
(1.258756,0.310533)
(1.272356,0.301577)
(1.285956,0.294081)
(1.299556,0.289540)
(1.313156,0.285004)
(1.326756,0.279287)
(1.340356,0.272941)
(1.353956,0.259680)
(1.367556,0.251438)
(1.381156,0.245037)
(1.394756,0.238632)
(1.408356,0.232077)
(1.421956,0.225404)
(1.435556,0.218824)
(1.449156,0.219011)
(1.462756,0.212846)
(1.476356,0.205820)
(1.489956,0.199312)
(1.503556,0.197860)
(1.517156,0.195136)
(1.530756,0.181261)
(1.544356,0.171614)
(1.557956,0.165537)
(1.571556,0.159982)
(1.585156,0.154882)
(1.598756,0.150250)
(1.612356,0.145526)
(1.625956,0.140923)
(1.639556,0.148761)
(1.653156,0.143563)
(1.666756,0.131849)
(1.680356,0.117445)
(1.693956,0.110974)
(1.707556,0.105026)
(1.721156,0.101467)
(1.734756,0.097529)
(1.748356,0.092790)
(1.761956,0.082132)
(1.775556,0.072651)
(1.789156,0.081129)
(1.802756,0.089610)
(1.816356,0.067993)
(1.829956,0.055772)
(1.843556,0.042640)
(1.857156,0.030772)
(1.870756,0.028868)
(1.884356,0.023217)
(1.897956,0.012765)
(1.911556,0.001228)
(1.925156,0.000000)
(1.938756,0.000000)
(1.952356,0.000000)
(1.965956,0.000000)
(1.979556,0.000000)
(1.993156,0.000000)
(2.006756,0.000000)
(2.020356,0.000000)
(2.033956,0.000000)
(2.047556,0.000000)
(2.061156,0.000000)
(2.074756,0.000000)
(2.088356,0.000000)
(2.101956,0.000000)
(2.115556,0.000000)
(2.129156,0.000000)
(2.142756,0.000007)
(2.156356,0.000029)
(2.169956,0.000066)
(2.183556,0.000110)
(2.197156,0.000173)
(2.210756,0.000287)
(2.224356,0.003893)
(2.237956,0.011401)
(2.251556,0.020805)
(2.265156,0.032114)
(2.278756,0.044195)
(2.292356,0.049375)
(2.305956,0.052305)
(2.319556,0.054368)
(2.333156,0.058224)
(2.346756,0.062739)
(2.360356,0.068026)
(2.373956,0.074570)
(2.387556,0.081702)
(2.401156,0.088574)
(2.414756,0.095169)
(2.428356,0.101904)
(2.441956,0.105772)
(2.455556,0.112044)
(2.469156,0.117728)
(2.482756,0.122445)
(2.496356,0.126739)
(2.509956,0.131268)
(2.523556,0.136993)
(2.537156,0.143603)
(2.550756,0.151037)
(2.564356,0.159250)
(2.577956,0.167974)
(2.591556,0.178162)
(2.605156,0.194941)
(2.618756,0.219316)
(2.632356,0.261441)
(2.645956,0.390820)
(2.659556,0.355949)
(2.673156,0.368614)
(2.686756,0.390327)
(2.700356,0.432327)
(2.713956,0.455875)
} \closedcycle;
\addplot coordinates{
(-2.712444,0.545919)
(-2.698844,0.648360)
(-2.685244,0.742349)
(-2.671644,0.815585)
(-2.658044,0.876349)
(-2.644444,0.949537)
(-2.630844,1.032103)
(-2.617244,1.097180)
(-2.603644,1.168570)
(-2.590044,1.248680)
(-2.576444,1.348320)
(-2.562844,1.466404)
(-2.549244,1.604893)
(-2.535644,1.777158)
(-2.522044,2.045221)
(-2.508444,2.575140)
(-2.494844,2.376096)
(-2.481244,2.376371)
(-2.467644,2.362695)
(-2.454044,2.322022)
(-2.440444,2.398761)
(-2.426844,2.540026)
(-2.413244,2.626643)
(-2.399644,2.431500)
(-2.386044,1.790309)
(-2.372444,1.470772)
(-2.358844,1.283202)
(-2.345244,1.134496)
(-2.331644,0.952688)
(-2.318044,0.780529)
(-2.304444,0.651526)
(-2.290844,0.617938)
(-2.277244,0.586224)
(-2.263644,0.560386)
(-2.250044,0.539276)
(-2.236444,0.520074)
(-2.222844,0.501375)
(-2.209244,0.482926)
(-2.195644,0.465250)
(-2.182044,0.448978)
(-2.168444,0.434691)
(-2.154844,0.421607)
(-2.141244,0.408846)
(-2.127644,0.396397)
(-2.114044,0.383945)
(-2.100444,0.372298)
(-2.086844,0.361449)
(-2.073244,0.351713)
(-2.059644,0.342971)
(-2.046044,0.334327)
(-2.032444,0.325849)
(-2.018844,0.317607)
(-2.005244,0.309434)
(-1.991644,0.301228)
(-1.978044,0.293324)
(-1.964444,0.285912)
(-1.950844,0.279228)
(-1.937244,0.272699)
(-1.923644,0.280555)
(-1.910044,0.346625)
(-1.896444,0.423287)
(-1.882844,0.528415)
(-1.869244,0.623768)
(-1.855644,0.737011)
(-1.842044,0.985820)
(-1.828444,0.955996)
(-1.814844,0.938199)
(-1.801244,0.916772)
(-1.787644,0.897846)
(-1.774044,0.894794)
(-1.760444,0.904239)
(-1.746844,0.909831)
(-1.733244,0.903654)
(-1.719644,0.899143)
(-1.706044,0.895007)
(-1.692444,0.894254)
(-1.678844,0.895390)
(-1.665244,0.898408)
(-1.651644,0.901710)
(-1.638044,0.903949)
(-1.624444,0.906849)
(-1.610844,0.910029)
(-1.597244,0.913051)
(-1.583644,0.914974)
(-1.570044,0.915669)
(-1.556444,0.917055)
(-1.542844,0.918191)
(-1.529244,0.919588)
(-1.515644,0.921438)
(-1.502044,0.923871)
(-1.488444,0.926581)
(-1.474844,0.929581)
(-1.461244,0.932382)
(-1.447644,0.935971)
(-1.434044,0.938897)
(-1.420444,0.941121)
(-1.406844,0.942699)
(-1.393244,0.944912)
(-1.379644,0.947316)
(-1.366044,0.949868)
(-1.352444,0.952673)
(-1.338844,0.968029)
(-1.325244,1.009081)
(-1.311644,1.064250)
(-1.298044,1.106901)
(-1.284444,1.130110)
(-1.270844,1.153824)
(-1.257244,1.189938)
(-1.243644,1.222276)
(-1.230044,1.261702)
(-1.216444,1.295860)
(-1.202844,1.325419)
(-1.189244,1.361221)
(-1.175644,1.402577)
(-1.162044,1.446460)
(-1.148444,1.493217)
(-1.134844,1.546312)
(-1.121244,1.608750)
(-1.107644,1.674901)
(-1.094044,1.749081)
(-1.080444,1.826397)
(-1.066844,1.931857)
(-1.053244,2.073055)
(-1.039644,2.289544)
(-1.026044,2.607250)
(-1.012444,2.573813)
(-0.998844,2.671868)
(-0.985244,2.635254)
(-0.971644,2.654423)
(-0.958044,2.749952)
(-0.944444,2.773121)
(-0.930844,2.757926)
(-0.917244,2.844096)
(-0.903644,2.929202)
(-0.890044,2.937496)
(-0.876444,2.983452)
(-0.862844,3.051456)
(-0.849244,3.154879)
(-0.835644,3.218923)
(-0.822044,3.270912)
(-0.808444,3.343221)
(-0.794844,3.550235)
(-0.781244,3.656434)
(-0.767644,3.699632)
(-0.754044,3.937904)
(-0.740444,3.639691)
(-0.726844,3.094831)
(-0.713244,2.731956)
(-0.699644,2.617577)
(-0.686044,2.455544)
(-0.672444,2.331640)
(-0.658844,2.381658)
(-0.645244,2.923585)
(-0.631644,1.355710)
(-0.618044,0.050768)
(-0.604444,0.000000)
(-0.590844,0.000000)
(-0.577244,0.000000)
(-0.563644,0.000000)
(-0.550044,0.000000)
(-0.536444,0.000000)
(-0.522844,0.000000)
(-0.509244,0.000000)
(-0.495644,0.000000)
(-0.482044,0.000000)
(-0.468444,0.000000)
(-0.454844,0.000000)
(-0.441244,0.000000)
(-0.427644,0.000000)
(-0.414044,0.000000)
(-0.400444,0.000000)
(-0.386844,0.000000)
(-0.373244,0.000000)
(-0.359644,0.000000)
(-0.346044,0.000000)
(-0.332444,0.000000)
(-0.318844,0.000000)
(-0.305244,0.000000)
(-0.291644,0.000000)
(-0.278044,0.000000)
(-0.264444,0.000000)
(-0.250844,0.000000)
(-0.237244,0.000000)
(-0.223644,0.000000)
(-0.210044,0.000000)
(-0.196444,0.000000)
(-0.182844,0.000000)
(-0.169244,0.000000)
(-0.155644,0.000000)
(-0.142044,0.000000)
(-0.128444,0.000000)
(-0.114844,0.000000)
(-0.101244,0.000000)
(-0.087644,0.000000)
(-0.074044,0.000000)
(-0.060444,0.000000)
(-0.046844,0.000000)
(-0.033244,0.000000)
(-0.019644,0.000000)
(-0.006044,0.000000)
(0.007556,0.000000)
(0.021156,0.000000)
(0.034756,0.000000)
(0.048356,0.000000)
(0.061956,0.000000)
(0.075556,0.000000)
(0.089156,0.000000)
(0.102756,0.000000)
(0.116356,0.000000)
(0.129956,0.000000)
(0.143556,0.000000)
(0.157156,0.000000)
(0.170756,0.000000)
(0.184356,0.000000)
(0.197956,0.000000)
(0.211556,0.000000)
(0.225156,0.000000)
(0.238756,0.000000)
(0.252356,0.000000)
(0.265956,0.000000)
(0.279556,0.000000)
(0.293156,0.000000)
(0.306756,0.000000)
(0.320356,0.000000)
(0.333956,0.000000)
(0.347556,0.000000)
(0.361156,0.000000)
(0.374756,0.084963)
(0.388356,0.388761)
(0.401956,0.441085)
(0.415556,0.529754)
(0.429156,0.606309)
(0.442756,0.682239)
(0.456356,0.773463)
(0.469956,0.863320)
(0.483556,0.959860)
(0.497156,1.078798)
(0.510756,1.199118)
(0.524356,1.371011)
(0.537956,1.593750)
(0.551556,2.066026)
(0.565156,2.019706)
(0.578756,2.006629)
(0.592356,1.986860)
(0.605956,1.992346)
(0.619556,1.978904)
(0.633156,1.986290)
(0.646756,2.001246)
(0.660356,2.028952)
(0.673956,2.050379)
(0.687556,2.076290)
(0.701156,2.128129)
(0.714756,2.193437)
(0.728356,2.267257)
(0.741956,2.378088)
(0.755556,2.506592)
(0.769156,2.770246)
(0.782756,3.238982)
(0.796356,3.103710)
(0.809956,2.901978)
(0.823556,2.689831)
(0.837156,2.437507)
(0.850756,2.303456)
(0.864356,2.335838)
(0.877956,2.493522)
(0.891556,3.113357)
(0.905156,5.105949)
(0.918756,8.517254)
(0.932356,7.298401)
(0.945956,6.396934)
(0.959556,5.739882)
(0.973156,6.115654)
(0.986756,6.274382)
(1.000356,6.649188)
(1.013956,5.864342)
(1.027556,6.993949)
(1.041156,6.822368)
(1.054756,6.593129)
(1.068356,6.680577)
(1.081956,6.370051)
(1.095556,6.520901)
(1.109156,6.766063)
(1.122756,5.074346)
(1.136356,4.395904)
(1.149956,3.786897)
(1.163556,3.212338)
(1.177156,2.470798)
(1.190756,1.712934)
(1.204356,1.208937)
(1.217956,0.990860)
(1.231556,0.874529)
(1.245156,0.796000)
(1.258756,0.730886)
(1.272356,0.799320)
(1.285956,0.884055)
(1.299556,1.005651)
(1.313156,1.134103)
(1.326756,1.254125)
(1.340356,1.404029)
(1.353956,1.624919)
(1.367556,2.117654)
(1.381156,2.369279)
(1.394756,2.509324)
(1.408356,2.607287)
(1.421956,2.725952)
(1.435556,2.919636)
(1.449156,3.175577)
(1.462756,3.616180)
(1.476356,3.051088)
(1.489956,2.894824)
(1.503556,2.746989)
(1.517156,2.615287)
(1.530756,2.523474)
(1.544356,2.461857)
(1.557956,2.410188)
(1.571556,2.366132)
(1.585156,2.325897)
(1.598756,2.288158)
(1.612356,2.264669)
(1.625956,2.269831)
(1.639556,2.288357)
(1.653156,2.305496)
(1.666756,2.301507)
(1.680356,2.309640)
(1.693956,2.380342)
(1.707556,2.449537)
(1.721156,2.662037)
(1.734756,2.750478)
(1.748356,2.677188)
(1.761956,2.582257)
(1.775556,2.530118)
(1.789156,2.420757)
(1.802756,2.358287)
(1.816356,2.309757)
(1.829956,2.259346)
(1.843556,2.181618)
(1.857156,2.114978)
(1.870756,2.076967)
(1.884356,2.047015)
(1.897956,2.005871)
(1.911556,1.965357)
(1.925156,1.898592)
(1.938756,1.845603)
(1.952356,1.815816)
(1.965956,1.781974)
(1.979556,1.753235)
(1.993156,1.727945)
(2.006756,1.706434)
(2.020356,1.658000)
(2.033956,1.611228)
(2.047556,1.573687)
(2.061156,1.555555)
(2.074756,1.540283)
(2.088356,1.529393)
(2.101956,1.475563)
(2.115556,1.415915)
(2.129156,1.357261)
(2.142756,1.273838)
(2.156356,1.198632)
(2.169956,1.137232)
(2.183556,1.092868)
(2.197156,1.051357)
(2.210756,1.012768)
(2.224356,0.984871)
(2.237956,0.946960)
(2.251556,0.910324)
(2.265156,0.878846)
(2.278756,0.846015)
(2.292356,0.821452)
(2.305956,0.794463)
(2.319556,0.773625)
(2.333156,0.749015)
(2.346756,0.724603)
(2.360356,0.702026)
(2.373956,0.670173)
(2.387556,0.648809)
(2.401156,0.627173)
(2.414756,0.604846)
(2.428356,0.588548)
(2.441956,0.575897)
(2.455556,0.559118)
(2.469156,0.539805)
(2.482756,0.515952)
(2.496356,0.503956)
(2.509956,0.475357)
(2.523556,0.459842)
(2.537156,0.443412)
(2.550756,0.426254)
(2.564356,0.413456)
(2.577956,0.402077)
(2.591556,0.389438)
(2.605156,0.376162)
(2.618756,0.355250)
(2.632356,0.332710)
(2.645956,0.326625)
(2.659556,0.307092)
(2.673156,0.296335)
(2.686756,0.285143)
(2.700356,0.274290)
(2.713956,0.263096)
} \closedcycle;
